letter,flanked,distortion,freq,amplitude,rep,FC,SE
N,unflanked,bex,4,5,3,1.54557236101022,0.460184597624506
N,unflanked,bex,6,0.25,1,1.54144883661667,0.443963068717608
N,unflanked,bex,6,0.25,4,1.54124289320501,0.46418203773918
N,unflanked,bex,6,0.5,0,1.54061698740014,0.484330303388964
N,unflanked,bex,6,0.5,5,1.54074737673404,0.47432350758281
N,unflanked,bex,6,0.5,6,1.54103773237397,0.461988267938864
N,unflanked,bex,6,1,1,1.54148045509337,0.470891381510887
N,unflanked,bex,6,1,5,1.5408418062568,0.45410998836779
N,unflanked,bex,6,1,6,1.54193147718179,0.470442433432163
N,unflanked,bex,6,1,9,1.54172599819213,0.46431037926586
N,unflanked,bex,6,1.5,1,1.5414750264657,0.479036363860516
N,unflanked,bex,6,1.5,3,1.54164504284,0.454399127918112
N,unflanked,bex,6,1.5,4,1.54105458443447,0.477771997110914
N,unflanked,bex,6,1.5,5,1.54177145043816,0.477829793115813
N,unflanked,bex,6,2,5,1.54100520135614,0.495507798514508
N,unflanked,bex,6,2,6,1.54245007008795,0.473941182487074
N,unflanked,bex,6,2,7,1.54151387351359,0.452651623972167
N,unflanked,bex,6,2,8,1.54162819002295,0.476738947830639
N,unflanked,bex,6,2.5,7,1.54208918326069,0.449788775026962
N,unflanked,bex,6,2.5,8,1.54143892448167,0.447011306003507
N,unflanked,bex,6,3,4,1.5428760281182,0.449974510022801
N,unflanked,bex,6,3,8,1.54343166773945,0.463825816903996
N,unflanked,bex,6,5,4,1.54207793868229,0.513850210670936
N,unflanked,bex,6,5,5,1.54317653412601,0.449251710770932
N,unflanked,bex,6,5,6,1.54260606577779,0.47273512357888
N,unflanked,bex,8,0.25,7,1.54100076728614,0.446324374212905
N,unflanked,bex,8,0.5,0,1.5411302274605,0.4441790679646
N,unflanked,bex,8,0.5,3,1.54026668773708,0.487031271854471
N,unflanked,bex,8,0.5,5,1.54096874944916,0.464464203115323
N,unflanked,bex,8,0.5,9,1.54084755991067,0.479240358324066
N,unflanked,bex,8,1,0,1.54079037239218,0.455478420518289
N,unflanked,bex,8,1,3,1.54107087023549,0.503282306574649
N,unflanked,bex,8,1.5,3,1.54117427759909,0.452734832911189
N,unflanked,bex,8,1.5,4,1.5409068948513,0.486033095063464
N,unflanked,bex,8,2,0,1.54119183580998,0.46844194925323
N,unflanked,bex,8,2,2,1.54070261607701,0.459054649314352
N,unflanked,bex,8,2,5,1.54031171302149,0.445796504841734
N,unflanked,bex,8,2,7,1.54085566343985,0.445707902465706
N,unflanked,bex,8,2,9,1.54062475958901,0.514104777744216
N,unflanked,bex,8,2.5,0,1.54083806223542,0.474431572467415
N,unflanked,bex,8,2.5,9,1.54047993444093,0.45460158614842
N,unflanked,bex,8,3,4,1.54048433095588,0.482878586901118
N,unflanked,bex,8,3,5,1.54049200882317,0.466765435765453
N,unflanked,bex,8,3,9,1.54082841627732,0.437750192679313
N,unflanked,bex,8,5,2,1.54193869713107,0.495634213139598
N,unflanked,bex,8,5,3,1.54073289254846,0.465127909734482
N,unflanked,bex,8,5,6,1.54009247691907,0.441918643912469
N,unflanked,bex,16,0.25,3,1.54027192702687,0.462764512021394
N,unflanked,bex,16,0.25,6,1.54011305081236,0.449546397245617
N,unflanked,bex,16,0.25,8,1.54061645892894,0.480357448592999
N,unflanked,bex,16,0.5,0,1.54035978119806,0.44974451970332
N,unflanked,bex,16,0.5,2,1.54052141315763,0.47804657831749
N,unflanked,bex,16,1,0,1.54031798492156,0.457927160812696
N,unflanked,bex,16,1.5,6,1.53996237083766,0.478123330506105
N,unflanked,bex,16,2,6,1.54005727689622,0.480438897926866
N,unflanked,bex,16,2.5,1,1.53907004587444,0.47040666046272
N,unflanked,bex,16,2.5,2,1.53958264116128,0.491935542673131
N,unflanked,bex,16,2.5,3,1.53930138995201,0.454034390289606
N,unflanked,bex,16,2.5,5,1.5394365741615,0.498709369701159
N,unflanked,bex,16,3,3,1.54041744232204,0.493312795994697
N,unflanked,bex,16,3,4,1.5397528169296,0.498665563081743
N,unflanked,bex,16,3,8,1.53925696414962,0.462921321908207
N,unflanked,bex,16,5,5,1.53875885818102,0.434469323927249
N,unflanked,bex,16,5,6,1.53974820728633,0.458019830366749
N,unflanked,bex,16,5,7,1.53936594267961,0.453335516696407
N,unflanked,bex,16,5,9,1.54073805586862,0.488796945957273
N,unflanked,bex,32,0.25,0,1.53974367343084,0.465862126225189
N,unflanked,bex,32,0.25,4,1.53943921332427,0.459392959783987
N,unflanked,bex,32,0.5,3,1.53893394527003,0.474153228221311
N,unflanked,bex,32,0.5,6,1.53932975440128,0.474872441452699
N,unflanked,bex,32,0.5,7,1.5393606467806,0.506369073070246
N,unflanked,bex,32,0.5,9,1.53936142271574,0.464495508900586
N,unflanked,bex,32,1,2,1.53937477040409,0.447123963995577
N,unflanked,bex,32,1.5,3,1.5393657599551,0.453871502398182
N,unflanked,bex,32,2,0,1.5386533934433,0.446813319017297
N,unflanked,bex,32,2,3,1.53840671973146,0.458236781618346
N,unflanked,bex,32,2.5,2,1.5379469127151,0.436170322544567
N,unflanked,bex,32,2.5,3,1.5374648610837,0.464029430457811
N,unflanked,bex,32,2.5,4,1.53766116895146,0.482823230805394
N,unflanked,bex,32,2.5,8,1.53747626028084,0.469789868881772
N,unflanked,bex,32,3,0,1.53752585839573,0.450018261874897
N,unflanked,bex,32,3,2,1.53738161736693,0.472283945208731
N,unflanked,bex,32,3,5,1.53792919404534,0.504640346033616
N,unflanked,bex,32,3,6,1.53825896171029,0.463331593044592
N,unflanked,bex,32,3,7,1.53694369549073,0.469672273490183
N,unflanked,bex,32,5,6,1.53512807597531,0.472259825043992
N,unflanked,bex,32,5,8,1.53503318877612,0.454487742990885
K,flanked,rf,2,0.0075,0,2.65942966067288,1.30795134658966
K,flanked,rf,2,0.0075,1,2.66292396289518,1.33957476116874
K,flanked,rf,2,0.01,3,2.66015187442599,1.26062520156084
K,flanked,rf,2,0.01,4,2.65785229126468,1.25793315364929
K,flanked,rf,2,0.01,7,2.66203755896382,1.30169400901847
K,flanked,rf,2,0.01,9,2.66474316476349,1.31385240468113
K,flanked,rf,2,0.165,3,2.6594727245712,1.26654895184441
K,flanked,rf,2,0.0617,2,2.66203427000578,1.29873738458024
K,flanked,rf,2,0.0617,5,2.65974041445338,1.28999256495023
K,flanked,rf,2,0.0617,8,2.66206658611904,1.37257882125261
K,flanked,rf,2,0.0617,9,2.66311291695684,1.26650035321419
K,flanked,rf,2,0.1133,0,2.65945863511926,1.28908974714485
K,flanked,rf,2,0.1133,1,2.66106038212327,1.31808853529032
K,flanked,rf,2,0.1133,2,2.66419039860203,1.29279795273239
K,flanked,rf,2,0.1133,3,2.66153363822508,1.27750251577216
K,flanked,rf,2,0.1133,5,2.65921467930787,1.28057800488066
K,flanked,rf,2,0.2167,1,2.66209871179068,1.29247167847888
K,flanked,rf,2,0.2167,6,2.66268904256496,1.33715971620888
K,flanked,rf,2,0.2167,7,2.66230017242157,1.31074000069406
K,flanked,rf,2,0.32,9,2.65726738979341,1.29698114604167
K,flanked,rf,3,0.0075,0,2.6625278184612,1.28365032574989
K,flanked,rf,3,0.0075,9,2.66180790350155,1.26677288492884
K,flanked,rf,3,0.01,1,2.6643516692181,1.29296608467425
K,flanked,rf,3,0.01,9,2.667122289425,1.28850940572383
K,flanked,rf,3,0.165,4,2.66373989930615,1.34907067831903
K,flanked,rf,3,0.165,7,2.66347372763342,1.30749575199336
K,flanked,rf,3,0.165,9,2.66525637539623,1.29703077562671
K,flanked,rf,3,0.0617,2,2.65982057175535,1.2945860616282
K,flanked,rf,3,0.0617,7,2.66325403430375,1.3294204521606
K,flanked,rf,3,0.1133,0,2.66159879851753,1.26068310622183
K,flanked,rf,3,0.1133,1,2.66348543486729,1.2936645259596
K,flanked,rf,3,0.1133,2,2.66211412168121,1.29064940110776
K,flanked,rf,3,0.1133,5,2.66174577119832,1.35580404219238
K,flanked,rf,3,0.2167,8,2.65973434912368,1.29160991100124
K,flanked,rf,3,0.2683,0,2.65947436952198,1.27204656572171
K,flanked,rf,3,0.2683,2,2.65721854879421,1.25858390050204
K,flanked,rf,3,0.2683,5,2.65964423297852,1.29651306529303
K,flanked,rf,3,0.2683,9,2.66406615546988,1.33061622450124
K,flanked,rf,3,0.32,0,2.65965888962216,1.28543918086875
K,flanked,rf,4,0.0075,5,2.66538508105751,1.30073219636806
K,flanked,rf,4,0.0075,6,2.66250923583778,1.29895708426374
K,flanked,rf,4,0.0075,8,2.65914643531083,1.30331916143418
K,flanked,rf,4,0.0075,9,2.65769572021686,1.27392396235686
K,flanked,rf,4,0.01,3,2.6611575690196,1.25911163298621
K,flanked,rf,4,0.01,7,2.65812955799039,1.2999682614604
K,flanked,rf,4,0.165,5,2.65977334819254,1.2765157088824
K,flanked,rf,4,0.165,6,2.66042503834271,1.2698772152034
K,flanked,rf,4,0.0617,1,2.66202215712723,1.29125252663225
K,flanked,rf,4,0.0617,3,2.66377220491607,1.30013970937539
K,flanked,rf,4,0.0617,7,2.65740049184158,1.29345081733421
K,flanked,rf,4,0.1133,3,2.66333903863362,1.31566724812356
K,flanked,rf,4,0.1133,5,2.65786997692295,1.28289353350041
K,flanked,rf,4,0.2167,0,2.66322368968037,1.2934956385387
K,flanked,rf,4,0.2167,7,2.66799168218029,1.33483340273561
K,flanked,rf,4,0.2683,0,2.66077307933934,1.30649855409103
K,flanked,rf,4,0.2683,5,2.66003625819247,1.30956090139276
K,flanked,rf,4,0.2683,8,2.65649234195158,1.24850143424095
K,flanked,rf,4,0.32,1,2.66409519912815,1.29150892482422
K,flanked,rf,4,0.32,4,2.66280587808106,1.3254921835032
K,flanked,rf,4,0.32,9,2.65861490033553,1.29369660747568
K,flanked,rf,5,0.0075,2,2.66116960389679,1.32898031430442
K,flanked,rf,5,0.0075,9,2.65931783810484,1.29791418879384
K,flanked,rf,5,0.01,1,2.66088477392666,1.28955068108538
K,flanked,rf,5,0.165,4,2.66269250983091,1.33935606642254
K,flanked,rf,5,0.165,8,2.66178908914648,1.29622780945732
K,flanked,rf,5,0.0617,1,2.66326152374612,1.33881148923954
K,flanked,rf,5,0.0617,2,2.66105970473081,1.32958337821155
K,flanked,rf,5,0.0617,9,2.66284328681984,1.28388246278246
K,flanked,rf,5,0.1133,0,2.66224685980297,1.28280088177782
K,flanked,rf,5,0.1133,4,2.65960941950981,1.28208567095378
K,flanked,rf,5,0.2167,0,2.66206717388859,1.26500113683939
K,flanked,rf,5,0.2167,2,2.66188665174596,1.26898058530144
K,flanked,rf,5,0.2167,4,2.66249107780194,1.27319726908659
K,flanked,rf,5,0.2167,6,2.66457931627715,1.29162528976659
K,flanked,rf,5,0.2683,3,2.66046821094352,1.30429274969167
K,flanked,rf,5,0.2683,5,2.66513274151281,1.3343188041627
K,flanked,rf,5,0.2683,7,2.66517288602461,1.30269392118645
K,flanked,rf,5,0.32,0,2.66574963635518,1.31705944235581
K,flanked,rf,5,0.32,8,2.66093519096417,1.26411900850105
K,flanked,rf,8,0.0075,3,2.66361249863878,1.31625561898031
K,flanked,rf,8,0.01,3,2.65998336889643,1.27018155525638
K,flanked,rf,8,0.01,8,2.66394291157629,1.32760048558596
K,flanked,rf,8,0.01,9,2.65852586040509,1.32200222147821
K,flanked,rf,8,0.165,1,2.65941350539716,1.31227858627112
K,flanked,rf,8,0.165,3,2.66098995014962,1.26625226823053
K,flanked,rf,8,0.0617,2,2.65734170823426,1.31951167347993
K,flanked,rf,8,0.0617,4,2.66124395373322,1.28918556447668
K,flanked,rf,8,0.0617,5,2.66280674873434,1.3138214030045
K,flanked,rf,8,0.0617,7,2.66134888642627,1.2557893317068
K,flanked,rf,8,0.0617,9,2.66310117036137,1.26956100477106
K,flanked,rf,8,0.1133,8,2.66181817584395,1.29884345304236
K,flanked,rf,8,0.2167,3,2.66166389993432,1.31031260933663
K,flanked,rf,8,0.2167,6,2.66283235036628,1.31473523925734
K,flanked,rf,8,0.2167,7,2.6642961998815,1.27300509386274
K,flanked,rf,8,0.2167,8,2.66399670845361,1.29517936544289
K,flanked,rf,8,0.2683,3,2.66162479633963,1.31100484039912
K,flanked,rf,12,0.0075,4,2.65968222136507,1.28217615624583
K,flanked,rf,12,0.0075,9,2.66205027871853,1.27060512201467
K,flanked,rf,12,0.01,2,2.6638289391471,1.30598620325039
K,flanked,rf,12,0.01,3,2.66125316921918,1.33377173551339
K,flanked,rf,12,0.01,8,2.662688108434,1.32339487676182
K,flanked,rf,12,0.01,9,2.66247561571865,1.31283631062957
K,flanked,rf,12,0.165,5,2.6608351796178,1.3109977283478
K,flanked,rf,12,0.0617,1,2.6589641807223,1.27874579247525
K,flanked,rf,12,0.0617,5,2.6593167589263,1.27868057480388
K,flanked,rf,12,0.1133,9,2.66174848709642,1.31502369774421
K,flanked,rf,12,0.2167,0,2.65670313605273,1.27822645479758
K,flanked,rf,12,0.2167,6,2.66035282298378,1.28853688089481
K,flanked,rf,12,0.2683,2,2.66096649779794,1.23977229257387
K,flanked,rf,12,0.2683,3,2.66606228318718,1.32076404307611
K,flanked,rf,12,0.2683,5,2.66194183857595,1.3016822203941
K,flanked,rf,12,0.2683,6,2.66128449120893,1.30196014760464
K,flanked,bex,2,0.25,0,2.66314079715061,1.3580110416744
K,flanked,bex,2,0.25,8,2.66325577558327,1.33764523543789
K,flanked,bex,2,0.5,2,2.66153803135515,1.328083875912
K,flanked,bex,2,0.5,9,2.66237732879151,1.28809080926931
K,flanked,bex,2,1,0,2.6602870490246,1.35133091523639
K,flanked,bex,2,1,3,2.66660328452008,1.27923437223055
K,flanked,bex,2,1,4,2.66398060963484,1.30651638714189
K,flanked,bex,2,1,8,2.65875809051147,1.27034957253789
K,flanked,bex,2,1.5,1,2.66201564421131,1.29223427003117
K,flanked,bex,2,1.5,7,2.66316297965665,1.33842427380644
K,flanked,bex,2,2,8,2.66333244851522,1.26648473427868
K,flanked,bex,2,2.5,0,2.65997552363421,1.29292269449729
K,flanked,bex,2,2.5,2,2.6592342539499,1.26453207270149
K,flanked,bex,2,2.5,3,2.66383181594129,1.28233350928379
K,flanked,bex,2,2.5,6,2.65886594023093,1.27751743229396
K,flanked,bex,2,2.5,7,2.6639151473134,1.31108487242501
K,flanked,bex,2,3,1,2.66380641990595,1.36233278521206
K,flanked,bex,2,3,2,2.66125884357893,1.30784749251463
K,flanked,bex,2,5,8,2.65981060587143,1.31262171499202
K,flanked,bex,4,0.25,0,2.66594373467931,1.31381975840732
K,flanked,bex,4,0.25,3,2.66111973808007,1.34676280555933
K,flanked,bex,4,0.25,4,2.66069176675834,1.33646488745625
K,flanked,bex,4,0.5,3,2.66316980033841,1.28440085356787
K,flanked,bex,4,0.5,5,2.66265912043771,1.29869325983411
K,flanked,bex,4,0.5,7,2.65939064811489,1.26750953276628
K,flanked,bex,4,0.5,9,2.65869780924109,1.30406306220054
K,flanked,bex,4,1,4,2.65893193785617,1.3028408981699
K,flanked,bex,4,1,5,2.65980771940246,1.28417644799471
K,flanked,bex,4,1.5,2,2.66384317260756,1.30605110954676
K,flanked,bex,4,1.5,9,2.6627662968341,1.30799945292112
K,flanked,bex,4,2,2,2.66118542252471,1.29467300072241
K,flanked,bex,4,2.5,0,2.66138039887316,1.3135962573618
K,flanked,bex,4,3,0,2.66720435946155,1.33482880940623
K,flanked,bex,4,5,1,2.66051344042417,1.29461646089849
K,flanked,bex,6,0.25,3,2.66080144945914,1.28496871610971
K,flanked,bex,6,0.25,7,2.66108044990851,1.34304965877738
K,flanked,bex,6,0.25,9,2.66113772861772,1.30418946662475
K,flanked,bex,6,0.5,2,2.66239481511298,1.3178083725378
K,flanked,bex,6,0.5,3,2.66055427518589,1.2873037009045
K,flanked,bex,6,0.5,6,2.66265049767532,1.30851516718896
K,flanked,bex,6,0.5,7,2.6600000157848,1.27071869610476
K,flanked,bex,6,0.5,8,2.66302551937901,1.26508677808262
K,flanked,bex,6,1,0,2.66303433651843,1.31909609707367
K,flanked,bex,6,1,1,2.66186564865003,1.29233936613287
K,flanked,bex,6,1,5,2.65828384790118,1.2766487426634
K,flanked,bex,6,1,6,2.66303377105514,1.26893178986896
K,flanked,bex,6,1,9,2.66237644565106,1.26620945375322
K,flanked,bex,6,1.5,5,2.66377871887501,1.27954656202275
K,flanked,bex,6,1.5,8,2.66086842056651,1.29068947994343
K,flanked,bex,6,2,1,2.65827731303889,1.2625279210656
K,flanked,bex,6,2,3,2.65891048976399,1.29916882553884
K,flanked,bex,6,2.5,4,2.66104747543965,1.32491679029326
K,flanked,bex,6,2.5,9,2.66286005666608,1.29977936713649
K,flanked,bex,6,3,0,2.65950288884931,1.3381460924245
K,flanked,bex,6,3,5,2.66684755456702,1.32777638642456
K,flanked,bex,6,3,7,2.66174020381613,1.29967737187088
K,flanked,bex,6,5,3,2.66297363762817,1.34298292028729
K,flanked,bex,6,5,5,2.66547026070046,1.2906389102429
K,flanked,bex,6,5,6,2.66246650452282,1.29769612479314
K,flanked,bex,6,5,8,2.66388612178931,1.28440350275787
K,flanked,bex,6,5,9,2.6640175564244,1.28806920265005
K,flanked,bex,8,0.25,4,2.6610005432636,1.31117485404274
K,flanked,bex,8,0.25,6,2.65951828665555,1.27838385535654
K,flanked,bex,8,0.5,5,2.66168050852796,1.26937239828643
K,flanked,bex,8,0.5,7,2.66540332675821,1.38051690393133
K,flanked,bex,8,1,3,2.658933976413,1.27210381325371
K,flanked,bex,8,1,8,2.66164444606729,1.29721377354497
K,flanked,bex,8,1.5,3,2.66092883144477,1.33459335844077
K,flanked,bex,8,2,1,2.66090367823345,1.31315782073498
K,flanked,bex,8,2,6,2.66181945532234,1.30864474480616
K,flanked,bex,8,2.5,5,2.66102403755658,1.34557882530781
K,flanked,bex,8,2.5,9,2.66183677804038,1.29982498491628
K,flanked,bex,8,3,0,2.66137966265295,1.27340684167644
K,flanked,bex,8,3,1,2.66313925553237,1.30674817953336
K,flanked,bex,8,3,7,2.66343910563585,1.32031410435148
K,flanked,bex,8,3,9,2.66007294977337,1.33314285160945
K,flanked,bex,8,5,4,2.66271836469983,1.28233052569039
K,flanked,bex,16,0.25,0,2.66373326341837,1.26745771636923
K,flanked,bex,16,0.5,4,2.65979315078178,1.35439861658071
K,flanked,bex,16,1,0,2.66112707677455,1.30376616637466
K,flanked,bex,16,1,1,2.65949701016004,1.26203130977289
K,flanked,bex,16,1,2,2.66043969162212,1.32266094052483
K,flanked,bex,16,1,3,2.66122876587569,1.34321726843401
K,flanked,bex,16,1,8,2.66255163249124,1.30369601446916
K,flanked,bex,16,1.5,0,2.65704751792329,1.258834207629
K,flanked,bex,16,1.5,4,2.65792836626191,1.28574218946782
K,flanked,bex,16,1.5,6,2.65842393068196,1.33314508192715
K,flanked,bex,16,2,1,2.66302029807685,1.29331752334871
K,flanked,bex,16,2,4,2.6616515058679,1.31866528363068
K,flanked,bex,16,2,8,2.65981280519338,1.31878252836358
K,flanked,bex,16,2.5,0,2.66016341840248,1.26892528769449
K,flanked,bex,16,2.5,5,2.65785735941189,1.30700172870106
K,flanked,bex,16,3,5,2.65899124809862,1.28863944800318
K,flanked,bex,16,3,9,2.65961100668406,1.26772405503525
K,flanked,bex,16,5,1,2.65663151806203,1.27999586856009
K,flanked,bex,32,0.25,1,2.66009869792188,1.35500691860622
K,flanked,bex,32,0.25,5,2.6600640370993,1.32819408426641
K,flanked,bex,32,0.5,0,2.66003976189163,1.34233842004081
K,flanked,bex,32,0.5,5,2.65900728125304,1.29213223898804
K,flanked,bex,32,0.5,6,2.65928798913307,1.33376295796368
K,flanked,bex,32,1,1,2.66341946992172,1.26692143431323
K,flanked,bex,32,1,8,2.66068232483936,1.28419681461773
K,flanked,bex,32,1,9,2.65975484471699,1.3225576754436
K,flanked,bex,32,1.5,1,2.6582751168983,1.31457907044657
K,flanked,bex,32,1.5,2,2.66074123001757,1.32959314176994
K,flanked,bex,32,1.5,9,2.65669208998372,1.35644006474184
K,flanked,bex,32,2,0,2.65984799594057,1.30274079128928
K,flanked,bex,32,2,3,2.66045869404309,1.28178411607099
K,flanked,bex,32,2,4,2.65872251389366,1.30695168187588
K,flanked,bex,32,2,5,2.6599644375414,1.31223008592924
K,flanked,bex,32,2,7,2.66109834287719,1.30126760402582
K,flanked,bex,32,2.5,6,2.65679239584306,1.30172771410931
K,flanked,bex,32,3,1,2.66596417536061,1.29863605583418
K,flanked,bex,32,3,5,2.65980455720641,1.31272095434603
K,flanked,bex,32,3,8,2.6590477101164,1.28494317950395
K,flanked,bex,32,5,4,2.657197586263,1.27676220059682
K,flanked,bex,32,5,7,2.65851929659343,1.24395779312277
K,flanked,bex,32,5,8,2.65824515926754,1.28780234764884
K,unflanked,rf,2,0.0075,5,1.53932946828178,0.439353919461431
K,unflanked,rf,2,0.0075,6,1.54025218450355,0.472993063486344
K,unflanked,rf,2,0.165,5,1.53978286331355,0.48684432567972
K,unflanked,rf,2,0.165,6,1.54008494457639,0.450261077965947
K,unflanked,rf,2,0.165,7,1.53971369698363,0.447189399917361
K,unflanked,rf,2,0.165,8,1.53956331380399,0.428358532041234
K,unflanked,rf,2,0.165,9,1.54014335743861,0.429875772201632
K,unflanked,rf,2,0.0617,4,1.53917819274496,0.470768960976457
K,unflanked,rf,2,0.0617,8,1.53932882520741,0.453532797091751
K,unflanked,rf,2,0.1133,3,1.54020181269954,0.446998698289431
K,unflanked,rf,2,0.2683,5,1.54108743076776,0.445695105574854
K,unflanked,rf,2,0.32,2,1.5410185836674,0.444984488152036
K,unflanked,rf,2,0.32,7,1.5400841889226,0.460757488292469
K,unflanked,rf,2,0.32,8,1.54052622567496,0.443286617373431
K,unflanked,rf,2,0.32,9,1.54076377932992,0.446548501648194
K,unflanked,rf,3,0.0075,3,1.54132567003016,0.454071007963505
K,unflanked,rf,3,0.0075,4,1.5397838512187,0.4916378382938
K,unflanked,rf,3,0.01,4,1.54111265084259,0.443714020384032
K,unflanked,rf,3,0.01,5,1.5395850574098,0.466359847482418
K,unflanked,rf,3,0.01,6,1.53981597421565,0.49934272762123
K,unflanked,rf,3,0.01,7,1.53936525976655,0.466598454938734
K,unflanked,rf,3,0.0617,1,1.54004267553222,0.517029737737015
K,unflanked,rf,3,0.0617,7,1.53945434535589,0.478585703031103
K,unflanked,rf,3,0.1133,9,1.5401435838782,0.495845109182011
K,unflanked,rf,3,0.2167,3,1.54072438504646,0.468007982050926
K,unflanked,rf,3,0.2167,7,1.53875306394373,0.459110111930302
K,unflanked,rf,3,0.2167,8,1.54099846400912,0.460300101209004
K,unflanked,rf,3,0.2683,7,1.53822116311565,0.431058356398986
K,unflanked,rf,3,0.32,8,1.53870777880115,0.434624028246431
K,unflanked,rf,3,0.32,9,1.54001287425341,0.490643132929813
K,unflanked,rf,4,0.0075,3,1.53943294448537,0.484301007536442
K,unflanked,rf,4,0.0075,4,1.54170455163268,0.456448434540691
K,unflanked,rf,4,0.01,2,1.54073275981372,0.492137140435732
K,unflanked,rf,4,0.01,5,1.54056583550125,0.464785705240864
K,unflanked,rf,4,0.01,7,1.54086125491921,0.46460042536127
K,unflanked,rf,4,0.01,9,1.53928441213079,0.450476717415012
K,unflanked,rf,4,0.165,0,1.53922814970372,0.458393561326566
K,unflanked,rf,4,0.165,2,1.53983718074406,0.465928786575791
K,unflanked,rf,4,0.165,8,1.53980518902652,0.453645457959954
K,unflanked,rf,4,0.1133,0,1.54123848430408,0.506654633805047
K,unflanked,rf,4,0.1133,5,1.53913719401592,0.443240905059731
K,unflanked,rf,4,0.1133,7,1.53775387631241,0.451423099639268
K,unflanked,rf,4,0.2683,0,1.53743565908016,0.514423068611044
K,unflanked,rf,4,0.32,0,1.54200756598664,0.464758751789613
K,unflanked,rf,5,0.0075,1,1.54068995393015,0.472738082414544
K,unflanked,rf,5,0.0075,6,1.54095066352428,0.452782259973345
K,unflanked,rf,5,0.0075,8,1.54033525137053,0.44466697107497
K,unflanked,rf,5,0.0075,9,1.54060185014257,0.445629155940913
K,unflanked,rf,5,0.01,2,1.54042233668935,0.44452082361176
K,unflanked,rf,5,0.01,3,1.54081112943192,0.486070774513603
K,unflanked,rf,5,0.01,4,1.54058992545287,0.446920616856621
K,unflanked,rf,5,0.01,8,1.54038559504154,0.441095195309094
K,unflanked,rf,5,0.01,9,1.54023502576548,0.440934874853021
K,unflanked,rf,5,0.165,7,1.53896135403363,0.433090179518596
K,unflanked,rf,5,0.165,8,1.54185899283638,0.470658954544618
K,unflanked,rf,5,0.0617,3,1.54021061757385,0.466071730757439
K,unflanked,rf,5,0.1133,1,1.53910548921353,0.438597242717125
K,unflanked,rf,5,0.1133,3,1.53990288969855,0.438621681866169
K,unflanked,rf,5,0.1133,4,1.53990536575865,0.482013439790523
K,unflanked,rf,5,0.1133,5,1.53920415244826,0.464335531586044
K,unflanked,rf,5,0.1133,8,1.54056039058652,0.446620923737774
K,unflanked,rf,5,0.2167,9,1.53871003919101,0.486630688218031
K,unflanked,rf,5,0.2683,3,1.54115983249102,0.457756662919028
K,unflanked,rf,5,0.2683,7,1.54340420370144,0.466780513598886
K,unflanked,rf,5,0.2683,9,1.5393481332756,0.426321986709005
K,unflanked,rf,5,0.32,5,1.54517403332497,0.454404795934999
K,unflanked,rf,8,0.0075,1,1.54105706337763,0.483734317784831
K,unflanked,rf,8,0.0617,2,1.54019810228848,0.445530353386062
K,unflanked,rf,8,0.0617,5,1.54049342367169,0.463625404031523
K,unflanked,rf,8,0.1133,7,1.54054998786988,0.42764549601134
K,unflanked,rf,8,0.2167,0,1.54108643991944,0.47908942743209
K,unflanked,rf,8,0.2167,2,1.54229636270216,0.442757755599265
K,unflanked,rf,8,0.2167,4,1.54192646508771,0.48071392431883
K,unflanked,rf,8,0.2167,6,1.54223826038307,0.471030225406648
K,unflanked,rf,8,0.2683,0,1.54370509354325,0.424986237480544
K,unflanked,rf,8,0.2683,2,1.54354623917789,0.445386850464504
K,unflanked,rf,8,0.2683,8,1.54139094399873,0.451582364381674
K,unflanked,rf,8,0.2683,9,1.54376637565893,0.448318332860417
K,unflanked,rf,8,0.32,3,1.54464293260027,0.457448007312721
K,unflanked,rf,8,0.32,6,1.54358819093083,0.494694621373424
K,unflanked,rf,12,0.0075,0,1.54101179735929,0.460742308179703
K,unflanked,rf,12,0.0075,4,1.54045344491442,0.449688509478223
K,unflanked,rf,12,0.0075,5,1.54055719634531,0.474638801576346
K,unflanked,rf,12,0.01,0,1.54103773759301,0.445084956776878
K,unflanked,rf,12,0.01,3,1.54029609276539,0.458971030227378
K,unflanked,rf,12,0.01,6,1.5407665754059,0.449693769367204
K,unflanked,rf,12,0.01,7,1.54061807461389,0.48494805282255
K,unflanked,rf,12,0.01,9,1.54066852961381,0.469580970142049
K,unflanked,rf,12,0.165,6,1.54148232669806,0.442479666075383
K,unflanked,rf,12,0.165,7,1.54007160842806,0.434656223821957
K,unflanked,rf,12,0.165,9,1.5403158588665,0.438242922460685
K,unflanked,rf,12,0.0617,4,1.54075475244049,0.454507693295969
K,unflanked,rf,12,0.0617,8,1.54029793643057,0.430038117097291
K,unflanked,rf,12,0.0617,9,1.53951355400613,0.439622262586581
K,unflanked,rf,12,0.1133,0,1.54127041191617,0.45103153553044
K,unflanked,rf,12,0.1133,7,1.54095702394366,0.436612294786769
K,unflanked,rf,12,0.1133,9,1.54029691668861,0.472125442340847
K,unflanked,rf,12,0.2167,5,1.54005703904317,0.441414581160897
K,unflanked,rf,12,0.2167,7,1.53968484587311,0.457753882534232
K,unflanked,rf,12,0.2683,0,1.54065403487879,0.470208318267276
K,unflanked,rf,12,0.2683,3,1.54229768325325,0.438994842651477
K,unflanked,rf,12,0.2683,6,1.54174005904767,0.456166612428732
K,unflanked,rf,12,0.2683,9,1.53981532405494,0.440298699034664
