letter,flanked,distortion,freq,amplitude,rep,FC,SE
D,unflanked,rf,4,0.0617,3,1.54301027424553,0.464074233729378
D,unflanked,rf,4,0.0617,7,1.54323167243291,0.471717202752532
D,unflanked,rf,4,0.0617,9,1.54318229688059,0.478615464995422
D,unflanked,rf,4,0.1133,1,1.542707704468,0.518815796413466
D,unflanked,rf,4,0.1133,4,1.54252371219054,0.483088751977428
D,unflanked,rf,4,0.1133,9,1.54353454233829,0.457149187435448
D,unflanked,rf,4,0.2167,1,1.55094241633284,0.48936616213224
D,unflanked,rf,4,0.2167,2,1.54637691646186,0.477588748389132
D,unflanked,rf,4,0.2167,4,1.54129704900327,0.483417075589213
D,unflanked,rf,4,0.2167,6,1.54492929987765,0.482092299891533
D,unflanked,rf,4,0.2683,3,1.55066761880861,0.452623175227593
D,unflanked,rf,4,0.2683,7,1.54094988292587,0.461056701630111
D,unflanked,rf,4,0.32,3,1.55044864716906,0.479871013679314
D,unflanked,rf,4,0.32,5,1.54781776355192,0.453157422650237
D,unflanked,rf,5,0.0075,2,1.54318853873961,0.480997011708421
D,unflanked,rf,5,0.0075,4,1.54261295988076,0.474001440616704
D,unflanked,rf,5,0.0075,5,1.54282230365914,0.469443114207839
D,unflanked,rf,5,0.01,1,1.54216238565832,0.462879080506257
D,unflanked,rf,5,0.01,5,1.54367490889756,0.458503339448096
D,unflanked,rf,5,0.01,6,1.54281684617285,0.474080951481607
D,unflanked,rf,5,0.165,0,1.54403392202161,0.484084958016132
D,unflanked,rf,5,0.165,2,1.54628668068472,0.467450574717922
D,unflanked,rf,5,0.165,6,1.54956082431522,0.475382342361406
D,unflanked,rf,5,0.0617,2,1.54266996808228,0.46391997728906
D,unflanked,rf,5,0.0617,5,1.54400070397274,0.483321555119984
D,unflanked,rf,5,0.0617,6,1.54378786619957,0.475972651433581
D,unflanked,rf,5,0.0617,7,1.54242417794287,0.483749495849952
D,unflanked,rf,5,0.1133,7,1.54485386038901,0.467393212881044
D,unflanked,rf,5,0.1133,9,1.54300210948353,0.481308452987663
D,unflanked,rf,5,0.2167,4,1.54774299816455,0.46613393917272
D,unflanked,rf,5,0.2683,2,1.55395327740776,0.516726135378729
D,unflanked,rf,5,0.2683,4,1.55388105297279,0.498679570525231
D,unflanked,rf,5,0.2683,6,1.54599496472244,0.478592838523281
D,unflanked,rf,5,0.32,1,1.55495422378427,0.433334452671383
D,unflanked,rf,5,0.32,4,1.55448340309542,0.488934216186755
D,unflanked,rf,5,0.32,9,1.55500905264197,0.478895310958713
D,unflanked,rf,8,0.0075,0,1.54370858888332,0.484813629494235
D,unflanked,rf,8,0.0075,3,1.54464241368796,0.483313958078021
D,unflanked,rf,8,0.0075,7,1.54310575124913,0.451205789035018
D,unflanked,rf,8,0.0075,9,1.54445920932085,0.494428246783854
D,unflanked,rf,8,0.01,0,1.5444857938307,0.459724601016245
D,unflanked,rf,8,0.01,7,1.54466218902223,0.472577486497388
D,unflanked,rf,8,0.01,8,1.54371111730297,0.48264373766867
D,unflanked,rf,8,0.165,2,1.55047498976908,0.457770749146805
D,unflanked,rf,8,0.165,7,1.55135282952567,0.467815082228661
D,unflanked,rf,8,0.165,8,1.54851346180601,0.464439731011397
D,unflanked,rf,8,0.165,9,1.54349949942358,0.483272003842712
D,unflanked,rf,8,0.0617,3,1.54394861753963,0.480249019226297
D,unflanked,rf,8,0.0617,6,1.54369588674176,0.470631369586171
D,unflanked,rf,8,0.0617,7,1.54477803873592,0.498951597876279
D,unflanked,rf,8,0.1133,2,1.54654489526388,0.479987236896138
D,unflanked,rf,8,0.2167,3,1.5510618638699,0.454605584564848
D,unflanked,rf,8,0.2167,8,1.5519007265265,0.487040805972289
D,unflanked,rf,8,0.2683,6,1.55092123561127,0.454398761884813
D,unflanked,rf,8,0.32,2,1.5540884958216,0.47181174519499
D,unflanked,rf,8,0.32,4,1.55542186176728,0.461082929251688
D,unflanked,rf,8,0.32,5,1.55510873581078,0.506820135503276
D,unflanked,rf,12,0.0075,2,1.5446361593897,0.483716816866455
D,unflanked,rf,12,0.0075,8,1.54390117374318,0.49722766967858
D,unflanked,rf,12,0.0075,9,1.54364657488153,0.47019561108232
D,unflanked,rf,12,0.01,1,1.54378401631496,0.455646306104965
D,unflanked,rf,12,0.01,4,1.54366734211833,0.520127205466746
D,unflanked,rf,12,0.01,8,1.54396198405057,0.491136414417213
D,unflanked,rf,12,0.0617,5,1.54384444625753,0.485427523180981
D,unflanked,rf,12,0.0617,7,1.54399478128303,0.457694080156134
D,unflanked,rf,12,0.1133,1,1.54415915717917,0.463343587132969
D,unflanked,rf,12,0.1133,2,1.54737955036419,0.478606974433737
D,unflanked,rf,12,0.1133,4,1.54558095698386,0.45169253210695
D,unflanked,rf,12,0.1133,6,1.54415207629315,0.470424452964524
D,unflanked,rf,12,0.2167,1,1.54796290961424,0.471984736607843
D,unflanked,rf,12,0.2167,6,1.54659152708709,0.496220459495987
D,unflanked,rf,12,0.2167,9,1.54684948278176,0.47235632115704
D,unflanked,rf,12,0.2683,4,1.54729096052169,0.48086594235168
D,unflanked,rf,12,0.2683,5,1.54693951677522,0.502623117282992
D,unflanked,rf,12,0.2683,8,1.5469264166342,0.493725661671736
D,unflanked,bex,2,0.25,2,1.54280461857866,0.48552162602635
D,unflanked,bex,2,0.25,9,1.54230070262004,0.454710992890024
D,unflanked,bex,2,0.5,2,1.5417178948948,0.45713381717616
D,unflanked,bex,2,0.5,8,1.54160469094131,0.496994414132615
D,unflanked,bex,2,1,0,1.5425131943626,0.466886456114993
D,unflanked,bex,2,1,1,1.54234392311241,0.47565206315433
D,unflanked,bex,2,1,4,1.5429923363984,0.496577008871393
D,unflanked,bex,2,1,5,1.54264334861337,0.468302952375454
D,unflanked,bex,2,1,8,1.54232947309673,0.464849208059315
D,unflanked,bex,2,2,2,1.54299111134161,0.478966314441296
D,unflanked,bex,2,2,3,1.54346651215729,0.48360364290392
D,unflanked,bex,2,2,8,1.54247179095757,0.484752125415031
D,unflanked,bex,2,2.5,2,1.54403438503211,0.476859361779049
D,unflanked,bex,2,2.5,4,1.5422375646804,0.486389893105333
D,unflanked,bex,2,3,6,1.54415133172277,0.474645850702908
D,unflanked,bex,2,3,7,1.54359144264965,0.487281953311091
D,unflanked,bex,2,5,2,1.54370893459078,0.429853687349637
D,unflanked,bex,2,5,6,1.54420451029054,0.452395097482314
D,unflanked,bex,2,5,8,1.54675803836635,0.462735470573055
D,unflanked,bex,4,0.25,3,1.54393171566309,0.460053229591007
D,unflanked,bex,4,0.25,5,1.54312687894639,0.470893395922433
D,unflanked,bex,4,0.5,0,1.54334659742969,0.501373535259254
D,unflanked,bex,4,0.5,2,1.54300650520993,0.485796777188524
D,unflanked,bex,4,0.5,7,1.54353555922913,0.496364214077086
D,unflanked,bex,4,1,5,1.54314777148562,0.479586571593996
D,unflanked,bex,4,1.5,1,1.54291136943541,0.476309993752211
D,unflanked,bex,4,2,1,1.54486988720927,0.461923903813474
D,unflanked,bex,4,2,6,1.54557255100085,0.476987566386864
D,unflanked,bex,4,2.5,4,1.54560958573225,0.466209884567004
D,unflanked,bex,4,3,2,1.54855545301023,0.497168276761855
D,unflanked,bex,4,3,3,1.54710852492978,0.469864376510053
D,unflanked,bex,4,3,7,1.54587790330728,0.455551766724692
D,unflanked,bex,4,5,0,1.55108033902772,0.435429487600089
D,unflanked,bex,4,5,6,1.54828331363221,0.45109279020805
D,unflanked,bex,4,5,8,1.54803125816051,0.472084148262547
D,unflanked,bex,6,0.25,0,1.54376855108233,0.463406882558383
D,unflanked,bex,6,0.25,2,1.54316571103171,0.45192807903303
D,unflanked,bex,6,0.25,3,1.54387631549041,0.471414304798574
D,unflanked,bex,6,0.25,5,1.54340313961982,0.497814529583632
D,unflanked,bex,6,0.5,3,1.54334856559013,0.490302208069378
D,unflanked,bex,6,0.5,7,1.54452729192785,0.456847091524059
D,unflanked,bex,6,1,2,1.54401552796311,0.491347143832118
D,unflanked,bex,6,1.5,0,1.54481133309517,0.467374049358292
D,unflanked,bex,6,1.5,2,1.54359486923395,0.469403440695779
D,unflanked,bex,6,2,1,1.54350544400447,0.480937628974662
D,unflanked,bex,6,2.5,6,1.54598043695035,0.483314039117644
D,unflanked,bex,6,3,3,1.54575182011085,0.474754530360366
D,unflanked,bex,6,5,1,1.54831919574334,0.50983526756512
D,unflanked,bex,6,5,3,1.54604020766031,0.469755221944649
D,unflanked,bex,6,5,7,1.54617837708654,0.470901253891698
D,unflanked,bex,6,5,8,1.54647382247009,0.506158726013942
D,unflanked,bex,8,0.25,0,1.54302987018647,0.483251816838736
D,unflanked,bex,8,0.25,1,1.54386275240068,0.473644649936435
D,unflanked,bex,8,0.25,2,1.54295330464601,0.495940228975324
D,unflanked,bex,8,0.25,5,1.54372313161114,0.516566970225754
D,unflanked,bex,8,0.25,9,1.54317325381853,0.496531450330573
D,unflanked,bex,8,0.5,1,1.54380187290661,0.477875920433357
D,unflanked,bex,8,0.5,4,1.54362014280783,0.510200042569758
D,unflanked,bex,8,0.5,6,1.54221900753346,0.466487348791631
D,unflanked,bex,8,1,8,1.54239006239342,0.500741692136831
D,unflanked,bex,8,1.5,6,1.54402386318642,0.471979234451209
D,unflanked,bex,8,1.5,8,1.54353184712968,0.466401931766503
D,unflanked,bex,8,2,1,1.54303589726967,0.480689222649159
D,unflanked,bex,8,2.5,2,1.54311475597217,0.49619234579466
D,unflanked,bex,8,2.5,5,1.54240250506187,0.477171006362314
D,unflanked,bex,8,3,0,1.5442648069413,0.471175481385386
D,unflanked,bex,8,3,2,1.54442530163385,0.485980121862318
D,unflanked,bex,8,3,7,1.54494251471434,0.476584879840318
D,unflanked,bex,8,5,0,1.54483071721688,0.455060150485649
D,unflanked,bex,8,5,1,1.54365701775067,0.47813968424155
D,unflanked,bex,8,5,4,1.54419755522756,0.465965641055306
D,unflanked,bex,8,5,5,1.5449573281633,0.478234947286929
D,unflanked,bex,8,5,8,1.54426144262659,0.471802408425929
D,unflanked,bex,16,0.25,5,1.54190649029218,0.473014086961491
D,unflanked,bex,16,0.25,7,1.5409849768099,0.445793665760345
D,unflanked,bex,16,0.5,7,1.54235577187777,0.476056265258689
D,unflanked,bex,16,0.5,8,1.54162015925114,0.453344484505923
D,unflanked,bex,16,1,5,1.54130859303915,0.47459396764705
D,unflanked,bex,16,1,6,1.54207075827384,0.465524428003519
D,unflanked,bex,16,1.5,3,1.54184860694815,0.459159368869643
D,unflanked,bex,16,1.5,4,1.54146284250157,0.496422068838167
D,unflanked,bex,16,1.5,8,1.54191630952555,0.436626413935752
D,unflanked,bex,16,2,4,1.54030765497401,0.507826558527969
D,unflanked,bex,16,2,5,1.54048345671402,0.469343476458059
D,unflanked,bex,16,2,8,1.54194023670461,0.459897930699794
D,unflanked,bex,16,2.5,9,1.54084343022704,0.47060920838693
D,unflanked,bex,16,3,2,1.54236746553807,0.445468780978489
D,unflanked,bex,16,5,2,1.54239781889421,0.436940495648152
D,unflanked,bex,16,5,8,1.54066425462344,0.46295702032697
D,unflanked,bex,32,0.25,2,1.540170752689,0.500083125014889
D,unflanked,bex,32,0.25,6,1.54084683635538,0.466356027538931
D,unflanked,bex,32,0.5,2,1.54081426383426,0.457237531921583
D,unflanked,bex,32,0.5,5,1.5395694358979,0.450705482109064
D,unflanked,bex,32,0.5,8,1.54018674643967,0.450487614044299
D,unflanked,bex,32,1,0,1.54032668251279,0.476349893745148
D,unflanked,bex,32,1,4,1.53993135920171,0.481753954953181
D,unflanked,bex,32,1,5,1.53996804818877,0.459135505919148
D,unflanked,bex,32,1.5,0,1.54056455654116,0.479017010822707
D,unflanked,bex,32,1.5,2,1.54014412113695,0.473684426727074
D,unflanked,bex,32,1.5,4,1.54023367939729,0.476485574726278
D,unflanked,bex,32,1.5,6,1.54018940079211,0.469009631447227
D,unflanked,bex,32,3,4,1.53832554216507,0.458523389041888
D,unflanked,bex,32,5,0,1.53515261482538,0.442560766891917
D,unflanked,bex,32,5,3,1.536346644622,0.476417784237232
D,unflanked,bex,32,5,4,1.53637769041108,0.447170453591881
D,unflanked,bex,32,5,7,1.53631446641452,0.464903097381221
H,flanked,rf,2,0.0075,2,2.66059065737257,1.317982359767
H,flanked,rf,2,0.0075,3,2.66166431582788,1.31740174406099
H,flanked,rf,2,0.0075,4,2.66420291333045,1.29982369740653
H,flanked,rf,2,0.0075,7,2.664778014135,1.27190212899655
H,flanked,rf,2,0.0075,8,2.66228915846059,1.29701666060746
H,flanked,rf,2,0.0075,9,2.66453126472939,1.30083388111186
H,flanked,rf,2,0.01,5,2.66172276173494,1.27426142191778
H,flanked,rf,2,0.01,8,2.66243050405109,1.3230900614404
H,flanked,rf,2,0.165,1,2.66388884878003,1.28295727178298
H,flanked,rf,2,0.165,5,2.66069754496129,1.31648159482979
H,flanked,rf,2,0.165,6,2.66329854931176,1.29707178123983
H,flanked,rf,2,0.165,7,2.66329764087043,1.30374886614888
H,flanked,rf,2,0.165,8,2.65728943758571,1.27726860140242
H,flanked,rf,2,0.0617,4,2.66244222093493,1.32481499081778
H,flanked,rf,2,0.0617,6,2.66078272233852,1.32322772373098
H,flanked,rf,2,0.1133,9,2.66247024813679,1.28942344078491
H,flanked,rf,2,0.2167,5,2.66342955531128,1.31475975232732
H,flanked,rf,2,0.2167,8,2.66539375132899,1.28814900061851
H,flanked,rf,2,0.2683,0,2.66374622319799,1.27837703099989
H,flanked,rf,2,0.2683,1,2.66407246207498,1.31736177963176
H,flanked,rf,2,0.2683,5,2.66203423749188,1.28473415652403
H,flanked,rf,2,0.2683,8,2.66006046099994,1.32597511956074
H,flanked,rf,2,0.2683,9,2.66193262656872,1.32306352807193
H,flanked,rf,2,0.32,0,2.67283293712348,1.31962533016841
H,flanked,rf,2,0.32,1,2.66301844985481,1.28456534578622
H,flanked,rf,2,0.32,5,2.66854754476637,1.31262958664031
H,flanked,rf,2,0.32,8,2.66553592290885,1.28081639989956
H,flanked,rf,3,0.0075,1,2.66549404626324,1.28985109639164
H,flanked,rf,3,0.0075,5,2.661192323651,1.27062284277339
H,flanked,rf,3,0.0075,6,2.66052365935212,1.30186786181793
H,flanked,rf,3,0.0075,8,2.66350699642837,1.28560517825797
H,flanked,rf,3,0.01,6,2.66424752845243,1.34442122642523
H,flanked,rf,3,0.01,7,2.66414447058072,1.28284395567957
H,flanked,rf,3,0.01,8,2.66304927210283,1.31837353376911
H,flanked,rf,3,0.165,0,2.66449566322408,1.28784188190002
H,flanked,rf,3,0.165,5,2.66523093563998,1.28204437426742
H,flanked,rf,3,0.165,8,2.66412952461543,1.27835478488895
H,flanked,rf,3,0.0617,1,2.65972271471855,1.33787015169781
H,flanked,rf,3,0.0617,3,2.66526399008593,1.31749170179323
H,flanked,rf,3,0.0617,6,2.66461135856703,1.3163194646141
H,flanked,rf,3,0.0617,8,2.65845433512697,1.28733856470979
H,flanked,rf,3,0.0617,9,2.66120628220698,1.2969471779241
H,flanked,rf,3,0.1133,4,2.66286426679189,1.30772578311343
H,flanked,rf,3,0.2167,7,2.66501615904258,1.33012553423143
H,flanked,rf,3,0.2683,3,2.66487291849088,1.26453087722577
H,flanked,rf,3,0.2683,8,2.66318815464843,1.26323488734379
H,flanked,rf,3,0.32,1,2.66862130422024,1.31579489178161
H,flanked,rf,3,0.32,2,2.66701790658732,1.29480382208845
H,flanked,rf,3,0.32,5,2.66924653639758,1.29583100491663
H,flanked,rf,3,0.32,6,2.66412959491615,1.30949427566246
H,flanked,rf,3,0.32,8,2.66788035644228,1.27730831644069
H,flanked,rf,4,0.0075,7,2.66360374185659,1.29523150920468
H,flanked,rf,4,0.01,1,2.66075113824818,1.31548055240855
H,flanked,rf,4,0.01,2,2.66603530918534,1.27122603683623
H,flanked,rf,4,0.01,5,2.66366602431152,1.29180603177884
H,flanked,rf,4,0.01,6,2.66333827167367,1.32861014918375
H,flanked,rf,4,0.01,8,2.66326225619527,1.27907994159335
H,flanked,rf,4,0.01,9,2.66023860903679,1.34176751266249
H,flanked,rf,4,0.165,3,2.66099313850984,1.29445095334542
H,flanked,rf,4,0.165,4,2.66549509789997,1.27230171048604
H,flanked,rf,4,0.165,8,2.66674532338959,1.29409889302697
H,flanked,rf,4,0.0617,0,2.66321381724184,1.31229539371725
H,flanked,rf,4,0.0617,5,2.66578416467504,1.28679496088482
H,flanked,rf,4,0.1133,1,2.66463440231935,1.30790115242613
H,flanked,rf,4,0.1133,4,2.66398008324247,1.27987361644974
H,flanked,rf,4,0.1133,9,2.66379644225272,1.26779183296679
H,flanked,rf,4,0.2167,3,2.66662553548506,1.32681002918364
H,flanked,rf,4,0.2167,8,2.66152980436459,1.31124195208626
H,flanked,rf,4,0.2167,9,2.66079596485081,1.3005879420059
H,flanked,rf,4,0.2683,4,2.66218638802348,1.31641556247785
H,flanked,rf,4,0.32,2,2.67079979655325,1.26245618275935
H,flanked,rf,4,0.32,3,2.66797117243233,1.28885891278534
H,flanked,rf,5,0.0075,7,2.66497383576352,1.28623712476792
H,flanked,rf,5,0.01,0,2.6654738614837,1.31072159713391
H,flanked,rf,5,0.01,6,2.66664613452209,1.29078037135047
H,flanked,rf,5,0.01,7,2.66658921281184,1.28748126487563
H,flanked,rf,5,0.01,8,2.66370678846593,1.28663073228247
H,flanked,rf,5,0.165,9,2.66378409668906,1.30529321090722
H,flanked,rf,5,0.0617,0,2.66466503429413,1.30384296961187
H,flanked,rf,5,0.1133,3,2.66506222550652,1.28732758498129
H,flanked,rf,5,0.2167,1,2.66373938316049,1.31359505875253
H,flanked,rf,5,0.2167,5,2.66666622427546,1.29519642964787
H,flanked,rf,5,0.2683,1,2.66674849840645,1.27875422729083
H,flanked,rf,5,0.2683,2,2.66681962064119,1.29486840312519
H,flanked,rf,5,0.2683,8,2.66565638381924,1.3355073949528
H,flanked,rf,5,0.2683,9,2.66705120710251,1.29165501186514
H,flanked,rf,5,0.32,1,2.67275445160818,1.28739859008593
H,flanked,rf,5,0.32,4,2.66802240768697,1.28235796281504
H,flanked,rf,8,0.0075,2,2.66373940503543,1.32584172270248
H,flanked,rf,8,0.0075,4,2.66253928059941,1.29001756365218
H,flanked,rf,8,0.0075,5,2.66229216719078,1.26718948647411
H,flanked,rf,8,0.0075,7,2.66462099667987,1.29874253799417
H,flanked,rf,8,0.0075,9,2.66090613583625,1.3016212306456
H,flanked,rf,8,0.01,0,2.66553433052114,1.29764310659481
H,flanked,rf,8,0.01,4,2.66888399780993,1.29514602741913
H,flanked,rf,8,0.165,0,2.66874671802753,1.32114411004065
H,flanked,rf,8,0.165,4,2.66163097541076,1.29156662385283
H,flanked,rf,8,0.165,6,2.66954166047432,1.29184497664704
H,flanked,rf,8,0.165,8,2.66507803973976,1.27688096487626
H,flanked,rf,8,0.0617,3,2.66247225284208,1.28340044386441
H,flanked,rf,8,0.0617,8,2.66234682792701,1.2738027849651
H,flanked,rf,8,0.1133,3,2.66736762855427,1.29999109340858
H,flanked,rf,8,0.1133,4,2.67174785515932,1.32684375895437
H,flanked,rf,8,0.1133,5,2.66764347685304,1.31815759227721
H,flanked,rf,8,0.1133,6,2.66575463784161,1.3240558527124
H,flanked,rf,8,0.1133,9,2.6638373505005,1.28719845672792
H,flanked,rf,8,0.2167,5,2.66654871695787,1.29498905921967
H,flanked,rf,8,0.2683,1,2.66766785746398,1.28889637346401
H,flanked,rf,8,0.2683,4,2.66410220494289,1.2620363144514
H,flanked,rf,8,0.2683,8,2.66773849753378,1.25386192001978
H,flanked,rf,8,0.2683,9,2.66873112236801,1.28811941671082
H,flanked,rf,8,0.32,0,2.66859455302198,1.29411624507764
H,flanked,rf,8,0.32,2,2.6719200849009,1.30433293262226
H,flanked,rf,8,0.32,7,2.67007466542419,1.29711260529548
H,flanked,rf,8,0.32,9,2.66828460122634,1.3017079499006
H,flanked,rf,12,0.0075,2,2.66611356961808,1.27104656799098
H,flanked,rf,12,0.0075,3,2.66174344486967,1.28241084014026
H,flanked,rf,12,0.0075,6,2.66806432464194,1.29498976102813
H,flanked,rf,12,0.0075,7,2.66187035484339,1.28726918552861
H,flanked,rf,12,0.01,5,2.66577940881233,1.33854949261298
H,flanked,rf,12,0.165,0,2.66755540835868,1.26601679752887
H,flanked,rf,12,0.165,1,2.66893631275233,1.31987525269116
H,flanked,rf,12,0.165,6,2.67024968815797,1.30028187564518
H,flanked,rf,12,0.165,7,2.66765797958199,1.29664188642169
H,flanked,rf,12,0.165,8,2.66540407454211,1.32821525968929
H,flanked,rf,12,0.165,9,2.66480655317346,1.30683123734772
H,flanked,rf,12,0.0617,8,2.66176386639212,1.35464651457242
H,flanked,rf,12,0.0617,9,2.66309799835794,1.31533317451682
H,flanked,rf,12,0.1133,2,2.6654374610322,1.27935738641677
H,flanked,rf,12,0.1133,3,2.66476183751253,1.27738465790955
H,flanked,rf,12,0.2167,7,2.6679958264875,1.29844284283061
H,flanked,rf,12,0.2167,9,2.66672077195645,1.31682911456165
H,flanked,rf,12,0.2683,1,2.66674589551382,1.29329202609451
H,flanked,rf,12,0.2683,7,2.66816581129356,1.29015089763318
H,flanked,rf,12,0.32,1,2.67361523624897,1.27930696127708
H,flanked,rf,12,0.32,3,2.66830129137749,1.25288887570308
H,flanked,rf,12,0.32,5,2.66993548042398,1.29061134707154
H,flanked,rf,12,0.32,7,2.67007438290147,1.32355946847746
H,flanked,bex,2,0.25,3,2.66345758755189,1.29987152000966
H,flanked,bex,2,0.25,6,2.66003133888181,1.30478006433188
H,flanked,bex,2,0.25,7,2.66178340409004,1.30177331273816
H,flanked,bex,2,0.5,0,2.66218275685113,1.29988122401932
H,flanked,bex,2,0.5,4,2.66537733905808,1.33106216839195
H,flanked,bex,2,0.5,6,2.66168621618109,1.3103966588693
H,flanked,bex,2,1.5,2,2.66315656788386,1.3044304058932
H,flanked,bex,2,1.5,5,2.66426732206864,1.34723285283474
H,flanked,bex,2,1.5,6,2.66087900204115,1.28405285004604
H,flanked,bex,2,2,3,2.66374975847526,1.28879874126018
H,flanked,bex,2,2,7,2.66292221844385,1.30034108999334
H,flanked,bex,2,2,9,2.66455620865189,1.31906394313355
H,flanked,bex,2,2.5,1,2.66443650816619,1.32477587342355
H,flanked,bex,2,2.5,8,2.66545702956183,1.31369484669964
H,flanked,bex,2,3,0,2.66431991792638,1.29539236538437
H,flanked,bex,2,3,3,2.66728351477901,1.28533015226422
H,flanked,bex,2,3,7,2.66528241166953,1.28554090283142
H,flanked,bex,2,5,3,2.66935553686757,1.27793893012984
H,flanked,bex,2,5,4,2.66920660991115,1.29229755956108
H,flanked,bex,2,5,5,2.66719699895246,1.27899849280984
H,flanked,bex,4,0.25,1,2.66565356887009,1.2791811042073
H,flanked,bex,4,0.25,2,2.66379807222261,1.30345334585922
H,flanked,bex,4,0.5,0,2.66633937709042,1.27235448042292
H,flanked,bex,4,0.5,1,2.66483159237251,1.28555184901951
H,flanked,bex,4,0.5,6,2.66376721466483,1.31327572897553
H,flanked,bex,4,0.5,8,2.66166105117737,1.29729498319391
H,flanked,bex,4,1,3,2.66414119032139,1.31650474959555
H,flanked,bex,4,1,8,2.66169527118379,1.28739781116587
H,flanked,bex,4,1.5,0,2.66423056503671,1.28268870700329
H,flanked,bex,4,1.5,5,2.66453766247244,1.31058651535994
H,flanked,bex,4,1.5,7,2.6655788614756,1.31407461794923
H,flanked,bex,4,2,0,2.66390686614519,1.28215224619062
H,flanked,bex,4,2,3,2.67015226078357,1.2523387335959
H,flanked,bex,4,2,8,2.66522451848168,1.31778580833472
H,flanked,bex,4,2.5,4,2.66748507678271,1.31917108892437
H,flanked,bex,4,2.5,5,2.66360262926187,1.30761766606283
H,flanked,bex,4,2.5,9,2.66731260829452,1.28916516473171
H,flanked,bex,4,3,1,2.66540630092329,1.29135170544009
H,flanked,bex,4,3,6,2.66263147421383,1.29488603408632
H,flanked,bex,4,3,9,2.66554711650489,1.25521359956509
H,flanked,bex,4,5,3,2.66889229121688,1.28648006094477
H,flanked,bex,4,5,7,2.66501370782745,1.2896022128517
H,flanked,bex,6,0.25,0,2.6632165561548,1.29166458652476
H,flanked,bex,6,0.25,1,2.66212103916597,1.30761322224144
H,flanked,bex,6,0.25,6,2.66770870705467,1.31439197933131
H,flanked,bex,6,1,2,2.66852990716438,1.26886587742869
H,flanked,bex,6,1,4,2.66391512945847,1.29499290580947
H,flanked,bex,6,1.5,4,2.66133372414144,1.28566510381185
H,flanked,bex,6,1.5,7,2.6648922127724,1.27981244776789
H,flanked,bex,6,1.5,9,2.66051590251127,1.27103908043363
H,flanked,bex,6,2,0,2.66650692854977,1.28182921289923
H,flanked,bex,6,2,9,2.66609451909191,1.30084884435044
H,flanked,bex,6,2.5,1,2.66794834391679,1.28588340623607
H,flanked,bex,6,2.5,3,2.66736656515784,1.31332018868506
H,flanked,bex,6,2.5,5,2.66351511083028,1.26982243842872
H,flanked,bex,6,3,3,2.66682562270127,1.31755362957328
H,flanked,bex,6,5,1,2.66624283563669,1.29258116518374
H,flanked,bex,6,5,2,2.66612423731936,1.30694699224577
H,flanked,bex,8,0.25,5,2.66472312457627,1.30350630632545
H,flanked,bex,8,0.25,7,2.66187622396184,1.32617736482391
H,flanked,bex,8,0.25,8,2.66726747309125,1.30572070048206
H,flanked,bex,8,0.5,1,2.66473775608136,1.30014674777663
H,flanked,bex,8,0.5,3,2.66656304942823,1.30873990523124
H,flanked,bex,8,1,0,2.66554862957874,1.3098404918407
H,flanked,bex,8,1,1,2.66564740025366,1.30413681776496
H,flanked,bex,8,1.5,0,2.66707740574917,1.30827458029002
H,flanked,bex,8,1.5,1,2.66220633356055,1.3118972007371
H,flanked,bex,8,1.5,8,2.6674645913064,1.26163748843896
H,flanked,bex,8,2,2,2.66175564884592,1.29371807720432
H,flanked,bex,8,2.5,6,2.66323767409681,1.33921058490864
H,flanked,bex,8,3,5,2.66817847640622,1.30291638916061
H,flanked,bex,8,3,6,2.66963978868451,1.28920207685815
H,flanked,bex,8,5,7,2.66777132518737,1.30322312475874
H,flanked,bex,8,5,9,2.66988612694858,1.27450913731177
H,flanked,bex,16,0.25,2,2.66247792894248,1.33320422531825
H,flanked,bex,16,0.25,4,2.66057363911461,1.31461188654952
H,flanked,bex,16,0.25,5,2.66253918286817,1.29263912168846
H,flanked,bex,16,0.25,6,2.65732790999624,1.27581488509124
H,flanked,bex,16,0.5,2,2.66181740586007,1.32640496372601
H,flanked,bex,16,0.5,8,2.66157026950424,1.30261191193953
H,flanked,bex,16,1,4,2.66210810171168,1.28146418619895
H,flanked,bex,16,1,7,2.66024987617575,1.2919839825946
H,flanked,bex,16,1.5,3,2.66152928266008,1.29490239967483
H,flanked,bex,16,1.5,5,2.66691090676208,1.28326022775708
H,flanked,bex,16,1.5,7,2.66416145379473,1.29167999566357
H,flanked,bex,16,1.5,9,2.65997775845803,1.31889714435166
H,flanked,bex,16,2,3,2.65960239864466,1.28536521224244
H,flanked,bex,16,2,9,2.66311057943621,1.33448249066331
H,flanked,bex,16,2.5,1,2.66252564637193,1.30767294344567
H,flanked,bex,16,2.5,2,2.66424758856489,1.28997333501641
H,flanked,bex,16,2.5,4,2.66226187373391,1.28952525091875
H,flanked,bex,16,3,1,2.66712695084156,1.27014175411505
H,flanked,bex,16,3,4,2.66426381801773,1.25159467018881
H,flanked,bex,16,3,7,2.66528261991477,1.31143142249784
H,flanked,bex,16,3,8,2.66079699654345,1.26844902184549
H,flanked,bex,16,5,7,2.66333623285278,1.26592008432152
H,flanked,bex,32,0.25,7,2.66218628215949,1.28970909245165
H,flanked,bex,32,0.25,9,2.66193919238647,1.27980770088737
H,flanked,bex,32,0.5,2,2.66102624660242,1.32140830087625
H,flanked,bex,32,0.5,4,2.65839010231188,1.34347145330361
H,flanked,bex,32,1,2,2.66089773829351,1.34354314955077
